Year,Géographie,data.Asset,Value
2018,Ontario,data.Total assets,0.3836
2019,Ontario,data.Total assets,0.3847
2020,Ontario,data.Total assets,0.3842
2015,Ontario,data.Commercial buildings,0.3674
2016,Ontario,data.Commercial buildings,0.3623
2017,Ontario,data.Commercial buildings,0.36
2018,Ontario,data.Commercial buildings,0.36
2019,Ontario,data.Commercial buildings,0.36
2020,Ontario,data.Commercial buildings,0.36
2015,Ontario,data.Institutional buildings,0.3674
2016,Ontario,data.Institutional buildings,0.3623
2017,Ontario,data.Institutional buildings,0.36
2018,Ontario,data.Institutional buildings,0.36
2019,Ontario,data.Institutional buildings,0.36
2020,Ontario,data.Institutional buildings,0.36
2015,Ontario,data.Marine engineering infrastructure,0.4025
2016,Ontario,data.Marine engineering infrastructure,0.3986
2017,Ontario,data.Marine engineering infrastructure,0.3936
2018,Ontario,data.Marine engineering infrastructure,0.3936
2019,Ontario,data.Marine engineering infrastructure,0.3936
2020,Ontario,data.Marine engineering infrastructure,0.3936
2015,Ontario,data.Transportation engineering infrastructure,0.3964
2016,Ontario,data.Transportation engineering infrastructure,0.3911
2017,Ontario,data.Transportation engineering infrastructure,0.3919
2018,Ontario,data.Transportation engineering infrastructure,0.3919
2019,Ontario,data.Transportation engineering infrastructure,0.3919
2020,Ontario,data.Transportation engineering infrastructure,0.3919
2015,Ontario,data.Waterworks infrastructure,0.4026
2016,Ontario,data.Waterworks infrastructure,0.3986
2017,Ontario,data.Waterworks infrastructure,0.3936
2018,Ontario,data.Waterworks infrastructure,0.3936
2019,Ontario,data.Waterworks infrastructure,0.3936
2020,Ontario,data.Waterworks infrastructure,0.3936
2015,Ontario,data.Sewage infrastructure,0.4026
2016,Ontario,data.Sewage infrastructure,0.3986
2017,Ontario,data.Sewage infrastructure,0.3936
2018,Ontario,data.Sewage infrastructure,0.3936
2019,Ontario,data.Sewage infrastructure,0.3936
2020,Ontario,data.Sewage infrastructure,0.3936
2015,Ontario,data.Communications networks,0.3828
2016,Ontario,data.Communications networks,0.3748
2017,Ontario,data.Communications networks,0.3757
2018,Ontario,data.Communications networks,0.3757
2019,Ontario,data.Communications networks,0.3757
2020,Ontario,data.Communications networks,0.3757
2015,Ontario,data.Electric power infrastructure,0.3604
2016,Ontario,data.Electric power infrastructure,0.3577
2017,Ontario,data.Electric power infrastructure,0.3575
2018,Ontario,data.Electric power infrastructure,0.3575
2019,Ontario,data.Electric power infrastructure,0.3575
2020,Ontario,data.Electric power infrastructure,0.3575
2015,Ontario,data.Oil and gas engineering construction,0.3439
2016,Ontario,data.Oil and gas engineering construction,0.3428
2017,Ontario,data.Oil and gas engineering construction,0.3389
2018,Ontario,data.Oil and gas engineering construction,0.3389
2019,Ontario,data.Oil and gas engineering construction,0.3389
2020,Ontario,data.Oil and gas engineering construction,0.3389
2015,Ontario,data.Other engineering construction,0.4026
2016,Ontario,data.Other engineering construction,0.3986
2017,Ontario,data.Other engineering construction,0.3936
2018,Ontario,data.Other engineering construction,0.3936
2019,Ontario,data.Other engineering construction,0.3936
2020,Ontario,data.Other engineering construction,0.3936
2015,Ontario,data.Other machinery and equipment,0.6876
2016,Ontario,data.Other machinery and equipment,0.6647
2017,Ontario,data.Other machinery and equipment,0.6656
2018,Ontario,data.Other machinery and equipment,0.6685
2019,Ontario,data.Other machinery and equipment,0.668
2020,Ontario,data.Other machinery and equipment,0.668
2015,Ontario,data.Transportation machinery and equipment,0.6823
2016,Ontario,data.Transportation machinery and equipment,0.6565
2017,Ontario,data.Transportation machinery and equipment,0.6529
2018,Ontario,data.Transportation machinery and equipment,0.6529
2019,Ontario,data.Transportation machinery and equipment,0.6529
2020,Ontario,data.Transportation machinery and equipment,0.6529
2015,Manitoba,data.Total assets,0.4033
2016,Manitoba,data.Total assets,0.3981
2017,Manitoba,data.Total assets,0.3939
2018,Manitoba,data.Total assets,0.3881
2019,Manitoba,data.Total assets,0.3852
2020,Manitoba,data.Total assets,0.3848
2015,Manitoba,data.Commercial buildings,0.4049
2016,Manitoba,data.Commercial buildings,0.3942
2017,Manitoba,data.Commercial buildings,0.3911
2018,Manitoba,data.Commercial buildings,0.3911
2019,Manitoba,data.Commercial buildings,0.3911
2020,Manitoba,data.Commercial buildings,0.3911
2015,Manitoba,data.Institutional buildings,0.4049
2016,Manitoba,data.Institutional buildings,0.3942
2017,Manitoba,data.Institutional buildings,0.3911
2018,Manitoba,data.Institutional buildings,0.3911
2019,Manitoba,data.Institutional buildings,0.3911
2020,Manitoba,data.Institutional buildings,0.3911
2015,Manitoba,data.Marine engineering infrastructure,0.4004
2016,Manitoba,data.Marine engineering infrastructure,0.4043
2017,Manitoba,data.Marine engineering infrastructure,0.3938
2018,Manitoba,data.Marine engineering infrastructure,0.3939
2019,Manitoba,data.Marine engineering infrastructure,0.3939
2020,Manitoba,data.Marine engineering infrastructure,0.3939
2015,Manitoba,data.Transportation engineering infrastructure,0.3867
2016,Manitoba,data.Transportation engineering infrastructure,0.3825
2017,Manitoba,data.Transportation engineering infrastructure,0.3786
2018,Manitoba,data.Transportation engineering infrastructure,0.3786
2019,Manitoba,data.Transportation engineering infrastructure,0.3786
2020,Manitoba,data.Transportation engineering infrastructure,0.3786
2015,Manitoba,data.Waterworks infrastructure,0.4007
2016,Manitoba,data.Waterworks infrastructure,0.4044
2017,Manitoba,data.Waterworks infrastructure,0.3939
2018,Manitoba,data.Waterworks infrastructure,0.3939
2019,Manitoba,data.Waterworks infrastructure,0.3939
2020,Manitoba,data.Waterworks infrastructure,0.3939
2015,Manitoba,data.Sewage infrastructure,0.4007
2016,Manitoba,data.Sewage infrastructure,0.4044
2017,Manitoba,data.Sewage infrastructure,0.3939
2018,Manitoba,data.Sewage infrastructure,0.3939
2019,Manitoba,data.Sewage infrastructure,0.3939
2020,Manitoba,data.Sewage infrastructure,0.3939
2015,Manitoba,data.Communications networks,0.3865
2016,Manitoba,data.Communications networks,0.38
2017,Manitoba,data.Communications networks,0.383
2018,Manitoba,data.Communications networks,0.383
2019,Manitoba,data.Communications networks,0.383
2020,Manitoba,data.Communications networks,0.383
2015,Manitoba,data.Electric power infrastructure,0.3829
2016,Manitoba,data.Electric power infrastructure,0.3771
2017,Manitoba,data.Electric power infrastructure,0.3765
2018,Manitoba,data.Electric power infrastructure,0.3765
2019,Manitoba,data.Electric power infrastructure,0.3765
2020,Manitoba,data.Electric power infrastructure,0.3765
2015,Manitoba,data.Oil and gas engineering construction,0.483
2016,Manitoba,data.Oil and gas engineering construction,0.4688
2017,Manitoba,data.Oil and gas engineering construction,0.4732
2018,Manitoba,data.Oil and gas engineering construction,0.4732
2019,Manitoba,data.Oil and gas engineering construction,0.4732
2020,Manitoba,data.Oil and gas engineering construction,0.4731
2015,Manitoba,data.Other engineering construction,0.4005
2016,Manitoba,data.Other engineering construction,0.4044
2017,Manitoba,data.Other engineering construction,0.3938
2018,Manitoba,data.Other engineering construction,0.3939
2019,Manitoba,data.Other engineering construction,0.3939
2020,Manitoba,data.Other engineering construction,0.3939
2015,Manitoba,data.Other machinery and equipment,0.6934
2016,Manitoba,data.Other machinery and equipment,0.6716
2017,Manitoba,data.Other machinery and equipment,0.6734
2018,Manitoba,data.Other machinery and equipment,0.6735
2019,Manitoba,data.Other machinery and equipment,0.6738
2020,Manitoba,data.Other machinery and equipment,0.6736
2015,Manitoba,data.Transportation machinery and equipment,0.6897
2016,Manitoba,data.Transportation machinery and equipment,0.6727
2017,Manitoba,data.Transportation machinery and equipment,0.6716
2018,Manitoba,data.Transportation machinery and equipment,0.6713
2019,Manitoba,data.Transportation machinery and equipment,0.6717
2020,Manitoba,data.Transportation machinery and equipment,0.6716
2015,Saskatchewan,data.Total assets,0.4096
2016,Saskatchewan,data.Total assets,0.4123
2017,Saskatchewan,data.Total assets,0.4256
2018,Saskatchewan,data.Total assets,0.4234
2019,Saskatchewan,data.Total assets,0.4217
2020,Saskatchewan,data.Total assets,0.4144
2015,Saskatchewan,data.Commercial buildings,0.3809
2016,Saskatchewan,data.Commercial buildings,0.3769
2017,Saskatchewan,data.Commercial buildings,0.3781
2018,Saskatchewan,data.Commercial buildings,0.3781
2019,Saskatchewan,data.Commercial buildings,0.3781
2020,Saskatchewan,data.Commercial buildings,0.3781
2015,Saskatchewan,data.Institutional buildings,0.3809
2016,Saskatchewan,data.Institutional buildings,0.3769
2017,Saskatchewan,data.Institutional buildings,0.3781
2018,Saskatchewan,data.Institutional buildings,0.3781
2019,Saskatchewan,data.Institutional buildings,0.3781
2020,Saskatchewan,data.Institutional buildings,0.3781
2015,Saskatchewan,data.Marine engineering infrastructure,0.4397
2016,Saskatchewan,data.Marine engineering infrastructure,0.4409
2017,Saskatchewan,data.Marine engineering infrastructure,0.455
2018,Saskatchewan,data.Marine engineering infrastructure,0.4556
2019,Saskatchewan,data.Marine engineering infrastructure,0.4556
2020,Saskatchewan,data.Marine engineering infrastructure,0.4555
2015,Saskatchewan,data.Transportation engineering infrastructure,0.3933
2016,Saskatchewan,data.Transportation engineering infrastructure,0.3843
2017,Saskatchewan,data.Transportation engineering infrastructure,0.3885
2018,Saskatchewan,data.Transportation engineering infrastructure,0.3885
2019,Saskatchewan,data.Transportation engineering infrastructure,0.3885
2020,Saskatchewan,data.Transportation engineering infrastructure,0.3885
2015,Saskatchewan,data.Waterworks infrastructure,0.4403
2016,Saskatchewan,data.Waterworks infrastructure,0.4415
2017,Saskatchewan,data.Waterworks infrastructure,0.4556
2018,Saskatchewan,data.Waterworks infrastructure,0.4556
2019,Saskatchewan,data.Waterworks infrastructure,0.4556
2020,Saskatchewan,data.Waterworks infrastructure,0.4555
2015,Saskatchewan,data.Sewage infrastructure,0.4403
2016,Saskatchewan,data.Sewage infrastructure,0.4415
2017,Saskatchewan,data.Sewage infrastructure,0.4556
2018,Saskatchewan,data.Sewage infrastructure,0.4556
2019,Saskatchewan,data.Sewage infrastructure,0.4556
2020,Saskatchewan,data.Sewage infrastructure,0.4555
2015,Saskatchewan,data.Communications networks,0.427
2016,Saskatchewan,data.Communications networks,0.4052
2017,Saskatchewan,data.Communications networks,0.4174
2018,Saskatchewan,data.Communications networks,0.4174
2019,Saskatchewan,data.Communications networks,0.4173
2020,Saskatchewan,data.Communications networks,0.4174
2015,Saskatchewan,data.Electric power infrastructure,0.3952
2016,Saskatchewan,data.Electric power infrastructure,0.3899
2017,Saskatchewan,data.Electric power infrastructure,0.3897
2018,Saskatchewan,data.Electric power infrastructure,0.3897
2019,Saskatchewan,data.Electric power infrastructure,0.3897
2020,Saskatchewan,data.Electric power infrastructure,0.3897
2015,Saskatchewan,data.Oil and gas engineering construction,0.5147
2016,Saskatchewan,data.Oil and gas engineering construction,0.4996
2017,Saskatchewan,data.Oil and gas engineering construction,0.4995
2018,Saskatchewan,data.Oil and gas engineering construction,0.4995
2019,Saskatchewan,data.Oil and gas engineering construction,0.4995
2020,Saskatchewan,data.Oil and gas engineering construction,0.4995
2015,Saskatchewan,data.Other engineering construction,0.4403
2016,Saskatchewan,data.Other engineering construction,0.4415
2017,Saskatchewan,data.Other engineering construction,0.4556
2018,Saskatchewan,data.Other engineering construction,0.4556
2019,Saskatchewan,data.Other engineering construction,0.4556
2020,Saskatchewan,data.Other engineering construction,0.4555
2015,Saskatchewan,data.Other machinery and equipment,0.7194
2016,Saskatchewan,data.Other machinery and equipment,0.674
2017,Saskatchewan,data.Other machinery and equipment,0.6811
2018,Saskatchewan,data.Other machinery and equipment,0.6867
2019,Saskatchewan,data.Other machinery and equipment,0.6884
2020,Saskatchewan,data.Other machinery and equipment,0.6884
2015,Saskatchewan,data.Transportation machinery and equipment,0.6892
2016,Saskatchewan,data.Transportation machinery and equipment,0.6589
2017,Saskatchewan,data.Transportation machinery and equipment,0.6562
2018,Saskatchewan,data.Transportation machinery and equipment,0.6563
2019,Saskatchewan,data.Transportation machinery and equipment,0.6563
2020,Saskatchewan,data.Transportation machinery and equipment,0.6564
2015,Alberta,data.Total assets,0.4096
2016,Alberta,data.Total assets,0.3989
2017,Alberta,data.Total assets,0.3971
2018,Alberta,data.Total assets,0.3971
2019,Alberta,data.Total assets,0.3967
2020,Alberta,data.Total assets,0.3969
2015,Alberta,data.Commercial buildings,0.412
2016,Alberta,data.Commercial buildings,0.4039
2017,Alberta,data.Commercial buildings,0.4045
2018,Alberta,data.Commercial buildings,0.4045
2019,Alberta,data.Commercial buildings,0.4045
2020,Alberta,data.Commercial buildings,0.4045
2015,Alberta,data.Institutional buildings,0.412
2016,Alberta,data.Institutional buildings,0.4039
2017,Alberta,data.Institutional buildings,0.4045
2018,Alberta,data.Institutional buildings,0.4045
2019,Alberta,data.Institutional buildings,0.4045
2020,Alberta,data.Institutional buildings,0.4045
2015,Alberta,data.Marine engineering infrastructure,0.4025
2016,Alberta,data.Marine engineering infrastructure,0.3965
2017,Alberta,data.Marine engineering infrastructure,0.3987
2018,Alberta,data.Marine engineering infrastructure,0.399
2019,Alberta,data.Marine engineering infrastructure,0.399
2020,Alberta,data.Marine engineering infrastructure,0.3989
2015,Alberta,data.Transportation engineering infrastructure,0.41
2016,Alberta,data.Transportation engineering infrastructure,0.3984
2017,Alberta,data.Transportation engineering infrastructure,0.4011
2018,Alberta,data.Transportation engineering infrastructure,0.4011
2019,Alberta,data.Transportation engineering infrastructure,0.4011
2020,Alberta,data.Transportation engineering infrastructure,0.4011
2015,Alberta,data.Waterworks infrastructure,0.403
2016,Alberta,data.Waterworks infrastructure,0.397
2017,Alberta,data.Waterworks infrastructure,0.399
2018,Alberta,data.Waterworks infrastructure,0.399
2019,Alberta,data.Waterworks infrastructure,0.399
2020,Alberta,data.Waterworks infrastructure,0.399
2015,Alberta,data.Sewage infrastructure,0.403
2016,Alberta,data.Sewage infrastructure,0.397
2017,Alberta,data.Sewage infrastructure,0.399
2018,Alberta,data.Sewage infrastructure,0.399
2019,Alberta,data.Sewage infrastructure,0.399
2020,Alberta,data.Sewage infrastructure,0.399
2015,Alberta,data.Communications networks,0.3952
2016,Alberta,data.Communications networks,0.3829
2017,Alberta,data.Communications networks,0.3842
2018,Alberta,data.Communications networks,0.3842
2019,Alberta,data.Communications networks,0.3842
2020,Alberta,data.Communications networks,0.3842
2015,Alberta,data.Electric power infrastructure,0.3666
2016,Alberta,data.Electric power infrastructure,0.3674
2017,Alberta,data.Electric power infrastructure,0.3666
2018,Alberta,data.Electric power infrastructure,0.3666
2019,Alberta,data.Electric power infrastructure,0.3666
2020,Alberta,data.Electric power infrastructure,0.3666
2015,Alberta,data.Oil and gas engineering construction,0.4152
2016,Alberta,data.Oil and gas engineering construction,0.401
2017,Alberta,data.Oil and gas engineering construction,0.401
2018,Alberta,data.Oil and gas engineering construction,0.401
2019,Alberta,data.Oil and gas engineering construction,0.401
2020,Alberta,data.Oil and gas engineering construction,0.401
2015,Alberta,data.Other engineering construction,0.403
2016,Alberta,data.Other engineering construction,0.397
2017,Alberta,data.Other engineering construction,0.399
2018,Alberta,data.Other engineering construction,0.399
2019,Alberta,data.Other engineering construction,0.399
2020,Alberta,data.Other engineering construction,0.399
2015,Alberta,data.Other machinery and equipment,0.6944
2016,Alberta,data.Other machinery and equipment,0.673
2017,Alberta,data.Other machinery and equipment,0.6755
2018,Alberta,data.Other machinery and equipment,0.6756
2019,Alberta,data.Other machinery and equipment,0.6765
2020,Alberta,data.Other machinery and equipment,0.6767
2015,Alberta,data.Transportation machinery and equipment,0.6856
2016,Alberta,data.Transportation machinery and equipment,0.6695
2017,Alberta,data.Transportation machinery and equipment,0.6698
2018,Alberta,data.Transportation machinery and equipment,0.6699
2019,Alberta,data.Transportation machinery and equipment,0.6697
2020,Alberta,data.Transportation machinery and equipment,0.6695
2015,Colombie-Britannique,data.Total assets,0.3873
2016,Colombie-Britannique,data.Total assets,0.3934
2017,Colombie-Britannique,data.Total assets,0.3974
2018,Colombie-Britannique,data.Total assets,0.3925
2019,Colombie-Britannique,data.Total assets,0.3996
2020,Colombie-Britannique,data.Total assets,0.3985
2015,Colombie-Britannique,data.Commercial buildings,0.3743
2016,Colombie-Britannique,data.Commercial buildings,0.3755
2017,Colombie-Britannique,data.Commercial buildings,0.3776
2018,Colombie-Britannique,data.Commercial buildings,0.3776
2019,Colombie-Britannique,data.Commercial buildings,0.3776
2020,Colombie-Britannique,data.Commercial buildings,0.3776
2015,Colombie-Britannique,data.Institutional buildings,0.3743
2016,Colombie-Britannique,data.Institutional buildings,0.3755
2017,Colombie-Britannique,data.Institutional buildings,0.3776
2018,Colombie-Britannique,data.Institutional buildings,0.3776
2019,Colombie-Britannique,data.Institutional buildings,0.3776
2020,Colombie-Britannique,data.Institutional buildings,0.3776
2015,Colombie-Britannique,data.Marine engineering infrastructure,0.3935
2016,Colombie-Britannique,data.Marine engineering infrastructure,0.4476
2017,Colombie-Britannique,data.Marine engineering infrastructure,0.4469
2018,Colombie-Britannique,data.Marine engineering infrastructure,0.4469
2019,Colombie-Britannique,data.Marine engineering infrastructure,0.4469
2020,Colombie-Britannique,data.Marine engineering infrastructure,0.4469
2015,Colombie-Britannique,data.Transportation engineering infrastructure,0.374
2016,Colombie-Britannique,data.Transportation engineering infrastructure,0.375
2017,Colombie-Britannique,data.Transportation engineering infrastructure,0.3779
2018,Colombie-Britannique,data.Transportation engineering infrastructure,0.3779
2019,Colombie-Britannique,data.Transportation engineering infrastructure,0.3779
2020,Colombie-Britannique,data.Transportation engineering infrastructure,0.3779
2015,Colombie-Britannique,data.Waterworks infrastructure,0.3935
2016,Colombie-Britannique,data.Waterworks infrastructure,0.4476
2017,Colombie-Britannique,data.Waterworks infrastructure,0.4469
2018,Colombie-Britannique,data.Waterworks infrastructure,0.4469
2019,Colombie-Britannique,data.Waterworks infrastructure,0.4469
2020,Colombie-Britannique,data.Waterworks infrastructure,0.4469
2015,Colombie-Britannique,data.Sewage infrastructure,0.3935
2016,Colombie-Britannique,data.Sewage infrastructure,0.4476
2017,Colombie-Britannique,data.Sewage infrastructure,0.4469
2018,Colombie-Britannique,data.Sewage infrastructure,0.4469
2019,Colombie-Britannique,data.Sewage infrastructure,0.4469
2020,Colombie-Britannique,data.Sewage infrastructure,0.4469
2015,Colombie-Britannique,data.Communications networks,0.3875
2016,Colombie-Britannique,data.Communications networks,0.3824
2017,Colombie-Britannique,data.Communications networks,0.381
2018,Colombie-Britannique,data.Communications networks,0.381
2019,Colombie-Britannique,data.Communications networks,0.381
2020,Colombie-Britannique,data.Communications networks,0.381
2015,Colombie-Britannique,data.Electric power infrastructure,0.3713
2016,Colombie-Britannique,data.Electric power infrastructure,0.3719
2017,Colombie-Britannique,data.Electric power infrastructure,0.3694
2018,Colombie-Britannique,data.Electric power infrastructure,0.3694
2019,Colombie-Britannique,data.Electric power infrastructure,0.3694
2020,Colombie-Britannique,data.Electric power infrastructure,0.3694
2015,Colombie-Britannique,data.Oil and gas engineering construction,0.4605
2016,Colombie-Britannique,data.Oil and gas engineering construction,0.4652
2017,Colombie-Britannique,data.Oil and gas engineering construction,0.4678
2018,Colombie-Britannique,data.Oil and gas engineering construction,0.4678
2019,Colombie-Britannique,data.Oil and gas engineering construction,0.4678
2020,Colombie-Britannique,data.Oil and gas engineering construction,0.4678
2015,Colombie-Britannique,data.Other engineering construction,0.3935
2016,Colombie-Britannique,data.Other engineering construction,0.4476
2017,Colombie-Britannique,data.Other engineering construction,0.4469
2018,Colombie-Britannique,data.Other engineering construction,0.4469
2019,Colombie-Britannique,data.Other engineering construction,0.4469
2020,Colombie-Britannique,data.Other engineering construction,0.4469
2015,Colombie-Britannique,data.Other machinery and equipment,0.697
2016,Colombie-Britannique,data.Other machinery and equipment,0.6697
2017,Colombie-Britannique,data.Other machinery and equipment,0.6697
2018,Colombie-Britannique,data.Other machinery and equipment,0.6696
2019,Colombie-Britannique,data.Other machinery and equipment,0.6696
2020,Colombie-Britannique,data.Other machinery and equipment,0.67
2015,Colombie-Britannique,data.Transportation machinery and equipment,0.6822
2016,Colombie-Britannique,data.Transportation machinery and equipment,0.6577
2017,Colombie-Britannique,data.Transportation machinery and equipment,0.6541
2018,Colombie-Britannique,data.Transportation machinery and equipment,0.6538
2019,Colombie-Britannique,data.Transportation machinery and equipment,0.6538
2020,Colombie-Britannique,data.Transportation machinery and equipment,0.6538
2015,Yukon,data.Total assets,0.3745
2016,Yukon,data.Total assets,0.3651
2017,Yukon,data.Total assets,0.3552
2018,Yukon,data.Total assets,0.3518
2019,Yukon,data.Total assets,0.3451
2020,Yukon,data.Total assets,0.345
2015,Yukon,data.Commercial buildings,0.3521
2016,Yukon,data.Commercial buildings,0.3598
2017,Yukon,data.Commercial buildings,0.3606
2018,Yukon,data.Commercial buildings,0.3601
2019,Yukon,data.Commercial buildings,0.3603
2020,Yukon,data.Commercial buildings,0.3603
2015,Yukon,data.Institutional buildings,0.3522
2016,Yukon,data.Institutional buildings,0.3599
2017,Yukon,data.Institutional buildings,0.3605
2018,Yukon,data.Institutional buildings,0.3605
2019,Yukon,data.Institutional buildings,0.3605
2020,Yukon,data.Institutional buildings,0.3605
2015,Yukon,data.Marine engineering infrastructure,0.5014
2016,Yukon,data.Marine engineering infrastructure,0.5093
2017,Yukon,data.Marine engineering infrastructure,0.4959
2018,Yukon,data.Marine engineering infrastructure,0.4985
2019,Yukon,data.Marine engineering infrastructure,0.4981
2020,Yukon,data.Marine engineering infrastructure,0.4979
2015,Yukon,data.Transportation engineering infrastructure,0.3225
2016,Yukon,data.Transportation engineering infrastructure,0.3248
2017,Yukon,data.Transportation engineering infrastructure,0.3288
2018,Yukon,data.Transportation engineering infrastructure,0.3288
2019,Yukon,data.Transportation engineering infrastructure,0.3288
2020,Yukon,data.Transportation engineering infrastructure,0.3288
2015,Yukon,data.Waterworks infrastructure,0.5013
2016,Yukon,data.Waterworks infrastructure,0.5094
2017,Yukon,data.Waterworks infrastructure,0.4979
2018,Yukon,data.Waterworks infrastructure,0.4988
2019,Yukon,data.Waterworks infrastructure,0.4989
2020,Yukon,data.Waterworks infrastructure,0.4989
2015,Yukon,data.Sewage infrastructure,0.5013
2016,Yukon,data.Sewage infrastructure,0.5095
2017,Yukon,data.Sewage infrastructure,0.4989
2018,Yukon,data.Sewage infrastructure,0.4986
2019,Yukon,data.Sewage infrastructure,0.4986
2020,Yukon,data.Sewage infrastructure,0.4986
2015,Yukon,data.Communications networks,0.3293
2016,Yukon,data.Communications networks,0.3199
2017,Yukon,data.Communications networks,0.3189
2018,Yukon,data.Communications networks,0.3188
2019,Yukon,data.Communications networks,0.3041
2020,Yukon,data.Communications networks,0.2956
2015,Yukon,data.Electric power infrastructure,0.3248
2016,Yukon,data.Electric power infrastructure,0.329
2017,Yukon,data.Electric power infrastructure,0.3292
2018,Yukon,data.Electric power infrastructure,0.3291
2019,Yukon,data.Electric power infrastructure,0.3292
2020,Yukon,data.Electric power infrastructure,0.3291
2015,Yukon,data.Oil and gas engineering construction,0.409
2016,Yukon,data.Oil and gas engineering construction,0.4076
2017,Yukon,data.Oil and gas engineering construction,0.415
2018,Yukon,data.Oil and gas engineering construction,0.431
2019,Yukon,data.Oil and gas engineering construction,0.4299
2020,Yukon,data.Oil and gas engineering construction,0.4285
2015,Yukon,data.Other engineering construction,0.5005
2016,Yukon,data.Other engineering construction,0.5045
2017,Yukon,data.Other engineering construction,0.4989
2018,Yukon,data.Other engineering construction,0.4986
2019,Yukon,data.Other engineering construction,0.4988
2020,Yukon,data.Other engineering construction,0.4983
2015,Yukon,data.Other machinery and equipment,0.7218
2016,Yukon,data.Other machinery and equipment,0.6787
2017,Yukon,data.Other machinery and equipment,0.679
2018,Yukon,data.Other machinery and equipment,0.6963
2019,Yukon,data.Other machinery and equipment,0.6939
2020,Yukon,data.Other machinery and equipment,0.6924
2015,Yukon,data.Transportation machinery and equipment,0.6923
2016,Yukon,data.Transportation machinery and equipment,0.659
2017,Yukon,data.Transportation machinery and equipment,0.673
2018,Yukon,data.Transportation machinery and equipment,0.6721
2019,Yukon,data.Transportation machinery and equipment,0.6705
2020,Yukon,data.Transportation machinery and equipment,0.6705
2015,Territoires du Nord-Ouest,data.Total assets,0.4517
2016,Territoires du Nord-Ouest,data.Total assets,0.4127
2017,Territoires du Nord-Ouest,data.Total assets,0.4043
2018,Territoires du Nord-Ouest,data.Total assets,0.3863
2019,Territoires du Nord-Ouest,data.Total assets,0.3856
2020,Territoires du Nord-Ouest,data.Total assets,0.3933
2015,Territoires du Nord-Ouest,data.Commercial buildings,0.4458
2016,Territoires du Nord-Ouest,data.Commercial buildings,0.4331
2017,Territoires du Nord-Ouest,data.Commercial buildings,0.4352
2018,Territoires du Nord-Ouest,data.Commercial buildings,0.4352
2019,Territoires du Nord-Ouest,data.Commercial buildings,0.4352
2020,Territoires du Nord-Ouest,data.Commercial buildings,0.4352
2015,Territoires du Nord-Ouest,data.Institutional buildings,0.4452
2016,Territoires du Nord-Ouest,data.Institutional buildings,0.4333
2017,Territoires du Nord-Ouest,data.Institutional buildings,0.4352
2018,Territoires du Nord-Ouest,data.Institutional buildings,0.4352
2019,Territoires du Nord-Ouest,data.Institutional buildings,0.4352
2020,Territoires du Nord-Ouest,data.Institutional buildings,0.4352
2015,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.4572
2016,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.4662
2017,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.4711
2018,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.4729
2019,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.473
2020,Territoires du Nord-Ouest,data.Marine engineering infrastructure,0.4729
2015,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3564
2016,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3529
2017,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3551
2018,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3551
2019,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3551
2020,Territoires du Nord-Ouest,data.Transportation engineering infrastructure,0.3551
2015,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.4675
2016,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.4783
2017,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.473
2018,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.4729
2019,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.4729
2020,Territoires du Nord-Ouest,data.Waterworks infrastructure,0.4729
2015,Territoires du Nord-Ouest,data.Sewage infrastructure,0.4675
2016,Territoires du Nord-Ouest,data.Sewage infrastructure,0.4782
2017,Territoires du Nord-Ouest,data.Sewage infrastructure,0.473
2018,Territoires du Nord-Ouest,data.Sewage infrastructure,0.473
2019,Territoires du Nord-Ouest,data.Sewage infrastructure,0.473
2020,Territoires du Nord-Ouest,data.Sewage infrastructure,0.4729
2015,Territoires du Nord-Ouest,data.Communications networks,0.3888
2016,Territoires du Nord-Ouest,data.Communications networks,0.3766
2017,Territoires du Nord-Ouest,data.Communications networks,0.3794
2018,Territoires du Nord-Ouest,data.Communications networks,0.3793
2019,Territoires du Nord-Ouest,data.Communications networks,0.375
2020,Territoires du Nord-Ouest,data.Communications networks,0.3755
2015,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3724
2016,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3687
2017,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3618
2018,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3621
2019,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3621
2020,Territoires du Nord-Ouest,data.Electric power infrastructure,0.3621
2015,Territoires du Nord-Ouest,data.Oil and gas engineering construction,0.3537
2016,Territoires du Nord-Ouest,data.Oil and gas engineering construction,0.3572
