Year,Géographie,Infractions,GeoCode,Value
2019,Nouvelle-Écosse,Total des autres infractions avec violence,12,26.34
2019,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1602.81
2019,Nouveau-Brunswick,Homicide,13,2.19
2019,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.39
2019,Nouveau-Brunswick,Tentative de meurtre,13,2.19
2019,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.13
2019,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,0.9
2019,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,80.4
2019,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,29.46
2019,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,9.52
2019,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,142.27
2019,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,642.79
2019,Nouveau-Brunswick,Total des vols qualifiés,13,21.61
2019,Nouveau-Brunswick,Menaces,13,341.79
2019,Nouveau-Brunswick,Total des autres infractions avec violence,13,32.67
2019,Québec,Total des infractions de violence prévues au Code criminel,24,1129.95
2019,Québec,Homicide,24,0.91
2019,Québec,Total des autres infractions entraînant la mort,24,0.53
2019,Québec,Tentative de meurtre,24,2.39
2019,Québec,Agression sexuelle grave (niveau 3),24,0.29
2019,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.32
2019,Québec,Agression sexuelle de niveau 1,24,68.62
2019,Québec,Total des infractions sexuelles contre les enfants,24,35.58
2019,Québec,Voies de fait graves (niveau 3),24,3.57
2019,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,132.03
2019,Québec,Voies de fait simples (niveau 1),24,432.26
2019,Québec,Total des vols qualifiés,24,40.48
2019,Québec,Menaces,24,212.2
2019,Québec,Total des autres infractions avec violence,24,29.43
2019,Ontario,Total des infractions de violence prévues au Code criminel,35,940.34
2019,Ontario,Homicide,35,1.74
2019,Ontario,Total des autres infractions entraînant la mort,35,0.2
2019,Ontario,Tentative de meurtre,35,2.39
2019,Ontario,Agression sexuelle grave (niveau 3),35,0.21
2019,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.48
2019,Ontario,Agression sexuelle de niveau 1,35,74.39
2019,Ontario,Total des infractions sexuelles contre les enfants,35,15.91
2019,Ontario,Voies de fait graves (niveau 3),35,7.78
2019,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,109.51
2019,Ontario,Voies de fait simples (niveau 1),35,370.3
2019,Ontario,Total des vols qualifiés,35,61.37
2019,Ontario,Menaces,35,134.9
2019,Ontario,Total des autres infractions avec violence,35,13.06
2019,Manitoba,Total des infractions de violence prévues au Code criminel,46,2198.41
2019,Manitoba,Homicide,46,5.26
2019,Manitoba,Total des autres infractions entraînant la mort,46,0.22
2019,Manitoba,Tentative de meurtre,46,2.04
2019,Manitoba,Agression sexuelle grave (niveau 3),46,0.51
2019,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,2.19
2019,Manitoba,Agression sexuelle de niveau 1,46,120.87
2019,Manitoba,Total des infractions sexuelles contre les enfants,46,47.81
2019,Manitoba,Voies de fait graves (niveau 3),46,40.87
2019,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,410.72
2019,Manitoba,Voies de fait simples (niveau 1),46,880.05
2019,Manitoba,Total des vols qualifiés,46,196.49
2019,Manitoba,Menaces,46,284.01
2019,Manitoba,Total des autres infractions avec violence,46,21.82
2019,Saskatchewan,Total des infractions de violence prévues au Code criminel,47,2287.88
2019,Saskatchewan,Homicide,47,4.72
2019,Saskatchewan,Total des autres infractions entraînant la mort,47,0.26
2019,Saskatchewan,Tentative de meurtre,47,6.1
2019,Saskatchewan,Agression sexuelle grave (niveau 3),47,1.29
2019,Saskatchewan,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",47,1.2
2019,Saskatchewan,Agression sexuelle de niveau 1,47,123.43
2019,Saskatchewan,Total des infractions sexuelles contre les enfants,47,45.87
2019,Saskatchewan,Voies de fait graves (niveau 3),47,38.57
2019,Saskatchewan,Voies de fait armées ou causant des lésions corporelles (niveau 2),47,362.56
2019,Saskatchewan,Voies de fait simples (niveau 1),47,967.43
2019,Saskatchewan,Total des vols qualifiés,47,95.77
2019,Saskatchewan,Menaces,47,316.43
2019,Saskatchewan,Total des autres infractions avec violence,47,31.69
2019,Alberta,Total des infractions de violence prévues au Code criminel,48,1462.7
2019,Alberta,Homicide,48,2.3
2019,Alberta,Total des autres infractions entraînant la mort,48,0.05
2019,Alberta,Tentative de meurtre,48,1.22
2019,Alberta,Agression sexuelle grave (niveau 3),48,0.62
2019,Alberta,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",48,1.81
2019,Alberta,Agression sexuelle de niveau 1,48,88.86
2019,Alberta,Total des infractions sexuelles contre les enfants,48,32.05
2019,Alberta,Voies de fait graves (niveau 3),48,19.17
2019,Alberta,Voies de fait armées ou causant des lésions corporelles (niveau 2),48,215.21
2019,Alberta,Voies de fait simples (niveau 1),48,568.31
2019,Alberta,Total des vols qualifiés,48,83.83
2019,Alberta,Menaces,48,210.36
2019,Alberta,Total des autres infractions avec violence,48,15.68
2019,Colombie-Britannique,Total des infractions de violence prévues au Code criminel,59,1561.59
2019,Colombie-Britannique,Homicide,59,1.76
2019,Colombie-Britannique,Total des autres infractions entraînant la mort,59,0.47
2019,Colombie-Britannique,Tentative de meurtre,59,1.98
2019,Colombie-Britannique,Agression sexuelle grave (niveau 3),59,0.2
2019,Colombie-Britannique,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",59,1.06
2019,Colombie-Britannique,Agression sexuelle de niveau 1,59,79.98
2019,Colombie-Britannique,Total des infractions sexuelles contre les enfants,59,28.82
2019,Colombie-Britannique,Voies de fait graves (niveau 3),59,6.69
2019,Colombie-Britannique,Voies de fait armées ou causant des lésions corporelles (niveau 2),59,175.42
2019,Colombie-Britannique,Voies de fait simples (niveau 1),59,574.74
2019,Colombie-Britannique,Total des vols qualifiés,59,56.07
2019,Colombie-Britannique,Menaces,59,320.7
2019,Colombie-Britannique,Total des autres infractions avec violence,59,15.1
2019,Yukon,Total des infractions de violence prévues au Code criminel,60,5071.99
2019,Yukon,Homicide,60,2.43
2019,Yukon,Total des autres infractions entraînant la mort,60,0.0
2019,Yukon,Tentative de meurtre,60,2.43
2019,Yukon,Agression sexuelle grave (niveau 3),60,2.43
2019,Yukon,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",60,4.86
2019,Yukon,Agression sexuelle de niveau 1,60,301.07
2019,Yukon,Total des infractions sexuelles contre les enfants,60,67.98
2019,Yukon,Voies de fait graves (niveau 3),60,29.14
2019,Yukon,Voies de fait armées ou causant des lésions corporelles (niveau 2),60,524.44
2019,Yukon,Voies de fait simples (niveau 1),60,2512.93
2019,Yukon,Total des vols qualifiés,60,53.41
2019,Yukon,Menaces,60,968.75
2019,Yukon,Total des autres infractions avec violence,60,38.85
2019,Territoires du Nord-Ouest,Total des infractions de violence prévues au Code criminel,61,11205.62
2019,Territoires du Nord-Ouest,Homicide,61,4.5
2019,Territoires du Nord-Ouest,Total des autres infractions entraînant la mort,61,0.0
2019,Territoires du Nord-Ouest,Tentative de meurtre,61,2.25
2019,Territoires du Nord-Ouest,Agression sexuelle grave (niveau 3),61,4.5
2019,Territoires du Nord-Ouest,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",61,2.25
2019,Territoires du Nord-Ouest,Agression sexuelle de niveau 1,61,582.78
2019,Territoires du Nord-Ouest,Total des infractions sexuelles contre les enfants,61,144.01
2019,Territoires du Nord-Ouest,Voies de fait graves (niveau 3),61,96.76
2019,Territoires du Nord-Ouest,Voies de fait armées ou causant des lésions corporelles (niveau 2),61,1140.81
2019,Territoires du Nord-Ouest,Voies de fait simples (niveau 1),61,6282.35
2019,Territoires du Nord-Ouest,Total des vols qualifiés,61,81.0
2019,Territoires du Nord-Ouest,Menaces,61,1770.85
2019,Territoires du Nord-Ouest,Total des autres infractions avec violence,61,103.51
2019,Nunavut,Total des infractions de violence prévues au Code criminel,62,11071.35
2019,Nunavut,Homicide,62,18.02
2019,Nunavut,Total des autres infractions entraînant la mort,62,0.0
2019,Nunavut,Tentative de meurtre,62,15.45
2019,Nunavut,Agression sexuelle grave (niveau 3),62,5.15
2019,Nunavut,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",62,0.0
2019,Nunavut,Agression sexuelle de niveau 1,62,550.99
2019,Nunavut,Total des infractions sexuelles contre les enfants,62,265.2
2019,Nunavut,Voies de fait graves (niveau 3),62,213.7
2019,Nunavut,Voies de fait armées ou causant des lésions corporelles (niveau 2),62,1403.23
2019,Nunavut,Voies de fait simples (niveau 1),62,5733.93
2019,Nunavut,Total des vols qualifiés,62,38.62
2019,Nunavut,Menaces,62,1665.85
2019,Nunavut,Total des autres infractions avec violence,62,87.54
2020,Canada,Homicide,,2.0
2020,Canada,Total des autres infractions entraînant la mort,,0.31
2020,Canada,Tentative de meurtre,,2.24
2020,Canada,Agression sexuelle grave (niveau 3),,0.37
2020,Canada,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",,1.64
2020,Canada,Agression sexuelle de niveau 1,,74.01
2020,Canada,Total des infractions sexuelles contre les enfants,,28.26
2020,Canada,Voies de fait graves (niveau 3),,10.2
2020,Canada,Voies de fait armées ou causant des lésions corporelles (niveau 2),,172.24
2020,Canada,Voies de fait simples (niveau 1),,470.57
2020,Canada,Total des vols qualifiés,,50.88
2020,Canada,Menaces,,223.04
2020,Canada,Total des autres infractions avec violence,,19.64
2020,Terre-Neuve-et-Labrador,Total des infractions de violence prévues au Code criminel,10,1659.19
2020,Terre-Neuve-et-Labrador,Homicide,10,0.76
2020,Terre-Neuve-et-Labrador,Total des autres infractions entraînant la mort,10,0.38
2020,Terre-Neuve-et-Labrador,Tentative de meurtre,10,0.19
2020,Terre-Neuve-et-Labrador,Agression sexuelle grave (niveau 3),10,0.0
2020,Terre-Neuve-et-Labrador,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",10,0.57
2020,Terre-Neuve-et-Labrador,Agression sexuelle de niveau 1,10,78.58
2020,Terre-Neuve-et-Labrador,Total des infractions sexuelles contre les enfants,10,29.99
2020,Terre-Neuve-et-Labrador,Voies de fait graves (niveau 3),10,7.59
2020,Terre-Neuve-et-Labrador,Voies de fait armées ou causant des lésions corporelles (niveau 2),10,153.92
2020,Terre-Neuve-et-Labrador,Voies de fait simples (niveau 1),10,676.43
2020,Terre-Neuve-et-Labrador,Total des vols qualifiés,10,24.1
2020,Terre-Neuve-et-Labrador,Menaces,10,424.76
2020,Terre-Neuve-et-Labrador,Total des autres infractions avec violence,10,18.41
2020,Île-du-Prince-Édouard,Total des infractions de violence prévues au Code criminel,11,1274.55
2020,Île-du-Prince-Édouard,Homicide,11,0.63
2020,Île-du-Prince-Édouard,Total des autres infractions entraînant la mort,11,0.0
2020,Île-du-Prince-Édouard,Tentative de meurtre,11,0.0
2020,Île-du-Prince-Édouard,Agression sexuelle grave (niveau 3),11,0.63
2020,Île-du-Prince-Édouard,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",11,0.63
2020,Île-du-Prince-Édouard,Agression sexuelle de niveau 1,11,74.75
2020,Île-du-Prince-Édouard,Total des infractions sexuelles contre les enfants,11,27.64
2020,Île-du-Prince-Édouard,Voies de fait graves (niveau 3),11,3.14
2020,Île-du-Prince-Édouard,Voies de fait armées ou causant des lésions corporelles (niveau 2),11,70.35
2020,Île-du-Prince-Édouard,Voies de fait simples (niveau 1),11,408.94
2020,Île-du-Prince-Édouard,Total des vols qualifiés,11,5.03
2020,Île-du-Prince-Édouard,Menaces,11,309.69
2020,Île-du-Prince-Édouard,Total des autres infractions avec violence,11,24.5
2020,Nouvelle-Écosse,Total des infractions de violence prévues au Code criminel,12,1501.06
2020,Nouvelle-Écosse,Homicide,12,3.74
2020,Nouvelle-Écosse,Total des autres infractions entraînant la mort,12,0.2
2020,Nouvelle-Écosse,Tentative de meurtre,12,4.85
2020,Nouvelle-Écosse,Agression sexuelle grave (niveau 3),12,0.91
2020,Nouvelle-Écosse,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",12,1.31
2020,Nouvelle-Écosse,Agression sexuelle de niveau 1,12,85.83
2020,Nouvelle-Écosse,Total des infractions sexuelles contre les enfants,12,32.96
2020,Nouvelle-Écosse,Voies de fait graves (niveau 3),12,7.08
2020,Nouvelle-Écosse,Voies de fait armées ou causant des lésions corporelles (niveau 2),12,144.06
2020,Nouvelle-Écosse,Voies de fait simples (niveau 1),12,518.62
2020,Nouvelle-Écosse,Total des vols qualifiés,12,26.89
2020,Nouvelle-Écosse,Menaces,12,360.61
2020,Nouvelle-Écosse,Total des autres infractions avec violence,12,31.84
2020,Nouveau-Brunswick,Total des infractions de violence prévues au Code criminel,13,1634.09
2020,Nouveau-Brunswick,Homicide,13,1.79
2020,Nouveau-Brunswick,Total des autres infractions entraînant la mort,13,0.51
2020,Nouveau-Brunswick,Tentative de meurtre,13,1.15
2020,Nouveau-Brunswick,Agression sexuelle grave (niveau 3),13,0.38
2020,Nouveau-Brunswick,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",13,1.02
2020,Nouveau-Brunswick,Agression sexuelle de niveau 1,13,76.46
2020,Nouveau-Brunswick,Total des infractions sexuelles contre les enfants,13,27.7
2020,Nouveau-Brunswick,Voies de fait graves (niveau 3),13,9.19
2020,Nouveau-Brunswick,Voies de fait armées ou causant des lésions corporelles (niveau 2),13,151.77
2020,Nouveau-Brunswick,Voies de fait simples (niveau 1),13,640.39
2020,Nouveau-Brunswick,Total des vols qualifiés,13,18.64
2020,Nouveau-Brunswick,Menaces,13,369.78
2020,Nouveau-Brunswick,Total des autres infractions avec violence,13,21.95
2020,Québec,Total des infractions de violence prévues au Code criminel,24,1120.69
2020,Québec,Homicide,24,1.02
2020,Québec,Total des autres infractions entraînant la mort,24,0.54
2020,Québec,Tentative de meurtre,24,2.63
2020,Québec,Agression sexuelle grave (niveau 3),24,0.41
2020,Québec,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",24,1.4
2020,Québec,Agression sexuelle de niveau 1,24,69.16
2020,Québec,Total des infractions sexuelles contre les enfants,24,35.77
2020,Québec,Voies de fait graves (niveau 3),24,3.06
2020,Québec,Voies de fait armées ou causant des lésions corporelles (niveau 2),24,138.49
2020,Québec,Voies de fait simples (niveau 1),24,413.78
2020,Québec,Total des vols qualifiés,24,32.51
2020,Québec,Menaces,24,217.39
2020,Québec,Total des autres infractions avec violence,24,29.61
2020,Ontario,Total des infractions de violence prévues au Code criminel,35,898.54
2020,Ontario,Homicide,35,1.63
2020,Ontario,Total des autres infractions entraînant la mort,35,0.18
2020,Ontario,Tentative de meurtre,35,2.23
2020,Ontario,Agression sexuelle grave (niveau 3),35,0.2
2020,Ontario,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",35,1.69
2020,Ontario,Agression sexuelle de niveau 1,35,63.02
2020,Ontario,Total des infractions sexuelles contre les enfants,35,16.75
2020,Ontario,Voies de fait graves (niveau 3),35,7.07
2020,Ontario,Voies de fait armées ou causant des lésions corporelles (niveau 2),35,117.38
2020,Ontario,Voies de fait simples (niveau 1),35,328.99
2020,Ontario,Total des vols qualifiés,35,48.1
2020,Ontario,Menaces,35,139.92
2020,Ontario,Total des autres infractions avec violence,35,13.7
2020,Manitoba,Total des infractions de violence prévues au Code criminel,46,2113.13
2020,Manitoba,Homicide,46,4.49
2020,Manitoba,Total des autres infractions entraînant la mort,46,0.29
2020,Manitoba,Tentative de meurtre,46,1.45
2020,Manitoba,Agression sexuelle grave (niveau 3),46,0.36
2020,Manitoba,"Agression sexuelle, niveau 2, armée ou causant des lésions corporelles",46,3.04
2020,Manitoba,Agression sexuelle de niveau 1,46,114.19
2020,Manitoba,Total des infractions sexuelles contre les enfants,46,53.55
2020,Manitoba,Voies de fait graves (niveau 3),46,35.43
2020,Manitoba,Voies de fait armées ou causant des lésions corporelles (niveau 2),46,419.6
2020,Manitoba,Voies de fait simples (niveau 1),46,860.42
2020,Manitoba,Total des vols qualifiés,46,162.74
2020,Manitoba,Menaces,46,267.87
2020,Manitoba,Total des autres infractions avec violence,46,18.98
